Never give up....that's the worst thing you could do. There's always a chance.,6,,,,
Honored to meet this years  delegates Pence in the East Room of the WhiteHouse. Congratulations ,4,,,,
U.S. Consumer Comfort Just Reached Its Highest Level in a Decade',7,,,,
"Despite what you hear in the press, healthcare is coming along great. We are talking to many groups and it will end in a beautiful picture!",7,,,,
DonaldTrump's First Full Month in Office Sees Biggest Jobs Gain 'In Years': Report: ,8,,,,
"Great news. We are only just beginning. Together, we are going to mega ",6,,,,
Met with Cummings today at the WhiteHouse. Great discussion!,5,,,,
LinkedIn Workforce Report: January and February were the strongest consecutive months for hiring since August and September 2015,7,,,,
"On International Women's Day, join me in honoring the critical role of women here in America; around the world.",4,,,,
I have tremendous respect for women and the many roles they serve that are vital to the fabric of our society and our economy.,7,,,,
I feel sure that my friend RandPaul will come along with the new and great health care program because he knows Obamacare is a disaster!,9,,,,
"Don't let the FAKE NEWS tell you that there is big infighting in the Trump Admin. We are getting along great, and getting major things done!",10,,,,
I am working on a new system where there will be competition in the Drug Industry. Pricing for the American people will come way down!,8,,,,
"Don't worry, getting rid of state lines, which will promote competition, will be in phase 2 & 3 of healthcare rollout.",9,,,,
"For eight years Russia ""ran over"" President Obama, got stronger and stronger, picked-off Crimea and added missiles. Weak! ",9,,,,
Our wonderful new Healthcare Bill is now out for review and negotiation. ObamaCare is a complete and total disaster - is imploding fast!,8,,,,
"122 vicious prisoners, released by the Obama Administration from Gitmo, have returned to the battlefield. Just another terrible decision!",9,,,,
"Thank you to exxonmobil for your $20 billion investment that is creating more than 45,000 manufacturing & construction jobs in the USA!",7,,,,
"Buy American & hire American are the principles at the core of my agenda, which is: JOBS, JOBS, JOBS! Thank you exxonmobil.",8,,,,
There is an incredible spirit of optimism sweeping the country right now—we're bringing back the JOBS! ,5,,,,
"45,000 construction & manufacturing jobs in the U.S. Gulf Coast region. $20 billion investment. We are already winning again, America!",10,,,,
"'President Trump Congratulates Exxon Mobil for Job-Creating Investment Program'
https://t.co/adBzWhtq8S",6,,,,
Thank you for the great rallies all across the country. Tremendous support. Make America Great Again!,10,,,,
"Who was it that secretly said to Russian President, ""Tell Vladimir that after the election I'll have more flexibility?"" ",8,,,,
Is it true the DNC would not allow the FBI access to check server or other equipment after learning it was hacked? Can that be possible?,8,,,,
"Arnold Schwarzenegger isn't voluntarily leaving the Apprentice, he was fired by his bad (pathetic) ratings, not by me. Sad end to great show",10,,,,
How low has President Obama gone to tapp my phones during the very sacred election process. This is Nixon/Watergate. Bad (or sick) guy!,10,,,,
"I'd bet a good lawyer could make a great case out of the fact that President Obama was tapping my phones in October, just prior to Election!",10,,,,
"Is it legal for a sitting President to be ""wire tapping"" a race for president prior to an election? Turned down by court earlier. A NEW LOW!",9,,,,
"Just out: The same Russian Ambassador that met Jeff Sessions visited the Obama White House 22 times, and 4 times last year alone.",9,,,,
"Terrible! Just found out that Obama had my ""wires tapped"" in Trump Tower just before the victory. Nothing found. This is McCarthyism!",7,,,,
The first meeting Jeff Sessions had with the Russian Amb was set up by the Obama Administration under education program for 100 Ambs......,6,,,,
MAKE AMERICA GREAT AGAIN! ,10,,,,
"I hereby demand a second investigation, after Schumer, of Pelosi for her close ties to Russia, and lying about it.",7,,,,
We must fix our education system for our kids to Make America Great Again. Wonderful day at Saint Andrew in Orlando. ,7,,,,
We should start an immediate investigation into SenSchumer and his ties to Russia and Putin. A total hypocrite!,9,,,,
"Weekly Address
Join me here: https://t.co/SEavQK5zy5 https://t.co/EnyXYeqgcp",1,,,,
It is so pathetic that the Dems have still not approved my full Cabinet.,7,,,,
"Nick Adams new book, Green Card Warrior, is a must read. The merit-based system is the way to go. Canada, Australia! ",3,,,,
"...is all of the illegal leaks of classified and other information. It is a total ""witch hunt!""",7,,,,
"...to win. The Democrats are overplaying their hand. They lost the election, and now they have lost their grip on reality. The real story...",6,,,,
...intentional. This whole narrative is a way of saving face for Democrats losing an election that everyone thought they were supposed.....,4,,,,
"Jeff Sessions is an honest man. He did not say anything wrong. He could have stated his response more accurately, but it was clearly not....",9,,,,
"Since November 8th, Election Day, the Stock Market has posted $3.2 trillion in GAINS and consumer confidence is at a 15 year high. Jobs!",2,,,,
"Join me live at 9:00 P.M. 
#JointAddress https://t.co/J882zbyVkJ https://t.co/gTtK3vJmkU",4,,,,
I will be interviewed on foxandfriends at 6:00 A.M. Enjoy!,3,,,,
"GOP now viewed more favorably than Dems, in Trump era (per NBC/WSJ poll) via HotlineJosh:",5,,,,
Great meeting with CEOs of leading U.S. health insurance companies who provide great healthcare to the American people,5,,,,
"Big dinner with Governors tonight at White House. Much to be discussed, including healthcare.",6,,,,
"Russia talk is FAKE NEWS put out by the Dems, and played up by the media, in order to mask the big election defeat and the illegal leaks!",10,,,,
For first time the failing nytimes will take an ad (a bad one) to help save its failing reputation. Try reporting accurately & fairly!,10,,,,
"The race for DNC Chairman was, of course, totally ""rigged."" Bernie's guy, like Bernie himself, never had a chance. Clinton demanded Perez!",10,,,,
"Congratulations to Thomas Perez, who has just been named Chairman of the DNC. I could not be happier for him, or for the Republican Party!",6,,,,
I will not be attending the White House Correspondents' Association Dinner this year. Please wish everyone well and have a great evening!,6,,,,
Weekly Address from WhiteHouse,1,,,,
"Great optimism for future of U.S. business, AND JOBS, with the DOW having an 11th straight record close. Big tax & regulation cuts coming!",9,,,,
The media has not reported that the National Debt in my first month went down by $12 billion vs a $200 billion increase in Obama first month.,8,,,,
Maybe the millions of people who voted to MAKE AMERICA GREAT AGAIN should have their own rally. It would be the biggest of them all!,10,,,,
FAKE NEWS media knowingly doesn't tell the truth. A great danger to our country. The failing nytimes has become a joke. Likewise CNN. Sad!,10,,,,
"Trump vows to fight 'epidemic' of human trafficking 
https://t.co/oDLZ2NdrtA",3,,,,
Going to CPAC!,1,,,,
find the leakers within the FBI itself. Classified information is being given to media that could have a devastating effect on U.S. FIND NOW,4,,,,
"The FBI is totally unable to stop the national security ""leakers"" that have permeated our government for a long time. They can't even......",6,,,,
Big interview tonight by Henry Kravis at The Business Council of Washington. Looking forward to it!,3,,,,
Seven people shot and killed yesterday in Chicago. What is going on there - totally out of control. Chicago needs help!,8,,,,
S&P 500 Edges Higher After Trump Renews Jobs Pledge',5,,,,
Very much enjoyed my tour of the Smithsonian's National Museum of African American History and Culture...A great job done by amazing people!,2,,,,
"One thing I will say about Rep. Keith Ellison, in his fight to lead the DNC, is that he was the one who predicted early that I would win!",4,,,,
"The so-called angry crowds in home districts of some Republicans are actually, in numerous cases, planned out by liberal activists. Sad!",6,,,,
Americans overwhelmingly oppose sanctuary cities' ,2,,,,
"Congratulations to our new National Security Advisor, General H.R. McMaster. ",3,,,,
Just named General H.R. McMaster National Security Advisor.,2,,,,
HAPPY PRESIDENTS DAY - MAKE AMERICA GREAT AGAIN!,10,,,,
Give the public a break - The FAKE NEWS media is trying to say that large scale immigration in Sweden is working out just beautifully. NOT!,10,,,,
My statement as to what's happening in Sweden was in reference to a story that was broadcast on FoxNews concerning immigrants Sweden.,8,,,,
"Will be having many meetings this weekend at The Southern White House. Big 5:00 P.M. speech in Melbourne, Florida. A lot to talk about!",6,,,,
Don't believe the main stream (fake news) media.The White House is running VERY WELL. I inherited a MESS and am in the process of fixing it.,10,,,,
Looking forward to the Florida rally tomorrow. Big crowd expected!,3,,,,
"""One of the most effective press conferences I've ever seen!"" says Rush Limbaugh. Many agree.Yet FAKE MEDIA  calls it differently! Dishonest",10,,,,
"The FAKE NEWS media (failing nytimes, NBCNews, ABC, CBS, CNN) is not my enemy, it is the enemy of the American People!",10,,,,
"Join me at 11:00am:
Watch here: https://t.co/veqKmsGAwf https://t.co/UzndIjIqjM",1,,,,
"General Keith Kellogg, who I have known for a long time, is very much in play for NSA - as are three others.",2,,,,
Thank you for all of the nice statements on the Press Conference yesterday. Rush Limbaugh said one of greatest ever. Fake media not happy!,8,,,,
"Going to Charleston, South Carolina, in order to spend time with Boeing and talk jobs! Look forward to it.",6,,,,
"Despite the long delays by the Democrats in finally approving Dr. Tom Price, the repeal and replacement of ObamaCare is moving fast!",7,,,,
Trump signs bill undoing Obama coal mining rule',7,,,,
"The Democrats had to come up with a story as to why they lost the election, and so badly (306), so they made up a story - RUSSIA. Fake news!",10,,,,
"FAKE NEWS media, which makes up stories and ""sources,"" is far more effective than the discredited Democrats - but they are fading fast!",10,,,,
The spotlight has finally been put on the low-life leakers! They will be caught!,3,,,,
"Leaking, and even illegal classified leaking, has been a big problem in Washington for years. Failing nytimes (and others) must apologize!",4,,,,
Stock market hits new high with longest winning streak in decades. Great level of confidence and optimism - even before tax plan rollout!,4,,,,
"Venezuela should allow Leopoldo Lopez, a political prisoner &; husband of liliantintori (just met with marcorubio) ",2,,,,
Aetna CEO: Obamacare in 'Death Spiral' RepealAndReplace ,6,,,,
"Join me in Florida this Saturday at 5pm for a rally at the Orlando-Melbourne International Airport!
Tickets:… https://t.co/OigfXFECPp",2,,,,
Great listening session with CEO's of the Retail Industry Leaders Association this morning! ,3,,,,
"The real scandal here is that classified information is illegally given out by ""intelligence"" like candy. Very un-American!",7,,,,
Crimea was TAKEN by Russia during the Obama Administration. Was Obama too soft on Russia?,8,,,,
"Thank you to Eli Lake of The Bloomberg View - ""The NSA & FBI...should not interfere in our politics...and is"" Very serious situation for USA",3,,,,
Information is being illegally given to the failing nytimes & washingtonpost by the intelligence community (NSA and FBI?).Just like Russia,4,,,,
This Russian connection non-sense is merely an attempt to cover-up the many mistakes made in Hillary Clinton's losing campaign.,7,,,,
The fake news media is going crazy with their conspiracy theories and blind hatred. MSNBC & CNN are unwatchable. ,10,,,,
"Obamacare continues to fail. Humana to pull out in 2018. Will repeal, replace &amp; save healthcare for ALL Americans. 
https://t.co/glWEQ0lNR4",7,,,,
"'Remarks by President Trump at Signing of H.J. Resolution 41'
https://t.co/Q3MoCGAc54 https://t.co/yGDDTKm9Br",2,,,,
Great parent-teacher listening session this morning with VP Pence & usedgov Secretary BetsyDeVos. ,3,,,,
The real story here is why are there so many illegal leaks coming out of Washington? Will these leaks be happening as I deal on N.Korea etc?,2,,,,
Congratulations to our new VASecretary Dr. David Shulkin. Time to take care of Veterans who have fought to protect,3,,,,
Congratulations Treasury Secretary Steven Mnuchin! ,4,,,,
Wonderful meeting with Canadian PM JustinTrudeau and a group of leading CEO's & business women from Canada,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
