Never give up....that's the worst thing you could do. There's always a chance.,6
Honored to meet this years  delegates Pence in the East Room of the WhiteHouse. Congratulations ,4
U.S. Consumer Comfort Just Reached Its Highest Level in a Decade',7
"Despite what you hear in the press, healthcare is coming along great. We are talking to many groups and it will end in a beautiful picture!",7
DonaldTrump's First Full Month in Office Sees Biggest Jobs Gain 'In Years': Report: ,8
"Great news. We are only just beginning. Together, we are going to mega ",6
Met with Cummings today at the WhiteHouse. Great discussion!,5
LinkedIn Workforce Report: January and February were the strongest consecutive months for hiring since August and September 2015,7
"On International Women's Day, join me in honoring the critical role of women here in America; around the world.",4
I have tremendous respect for women and the many roles they serve that are vital to the fabric of our society and our economy.,7
I feel sure that my friend RandPaul will come along with the new and great health care program because he knows Obamacare is a disaster!,9
"Don't let the FAKE NEWS tell you that there is big infighting in the Trump Admin. We are getting along great, and getting major things done!",10
I am working on a new system where there will be competition in the Drug Industry. Pricing for the American people will come way down!,8
"Don't worry, getting rid of state lines, which will promote competition, will be in phase 2 & 3 of healthcare rollout.",9
"For eight years Russia ""ran over"" President Obama, got stronger and stronger, picked-off Crimea and added missiles. Weak! ",9
Our wonderful new Healthcare Bill is now out for review and negotiation. ObamaCare is a complete and total disaster - is imploding fast!,8
"122 vicious prisoners, released by the Obama Administration from Gitmo, have returned to the battlefield. Just another terrible decision!",9
"Thank you to exxonmobil for your $20 billion investment that is creating more than 45,000 manufacturing & construction jobs in the USA!",7
"Buy American & hire American are the principles at the core of my agenda, which is: JOBS, JOBS, JOBS! Thank you exxonmobil.",8
There is an incredible spirit of optimism sweeping the country right now—we're bringing back the JOBS! ,5
"45,000 construction & manufacturing jobs in the U.S. Gulf Coast region. $20 billion investment. We are already winning again, America!",10
"'President Trump Congratulates Exxon Mobil for Job-Creating Investment Program'
https://t.co/adBzWhtq8S",6
Thank you for the great rallies all across the country. Tremendous support. Make America Great Again!,10
"Who was it that secretly said to Russian President, ""Tell Vladimir that after the election I'll have more flexibility?"" ",8
Is it true the DNC would not allow the FBI access to check server or other equipment after learning it was hacked? Can that be possible?,8
"Arnold Schwarzenegger isn't voluntarily leaving the Apprentice, he was fired by his bad (pathetic) ratings, not by me. Sad end to great show",10
How low has President Obama gone to tapp my phones during the very sacred election process. This is Nixon/Watergate. Bad (or sick) guy!,10
"I'd bet a good lawyer could make a great case out of the fact that President Obama was tapping my phones in October, just prior to Election!",10
"Is it legal for a sitting President to be ""wire tapping"" a race for president prior to an election? Turned down by court earlier. A NEW LOW!",9
"Just out: The same Russian Ambassador that met Jeff Sessions visited the Obama White House 22 times, and 4 times last year alone.",9
"Terrible! Just found out that Obama had my ""wires tapped"" in Trump Tower just before the victory. Nothing found. This is McCarthyism!",7
The first meeting Jeff Sessions had with the Russian Amb was set up by the Obama Administration under education program for 100 Ambs......,6
MAKE AMERICA GREAT AGAIN! ,10
"I hereby demand a second investigation, after Schumer, of Pelosi for her close ties to Russia, and lying about it.",7
We must fix our education system for our kids to Make America Great Again. Wonderful day at Saint Andrew in Orlando. ,7
We should start an immediate investigation into SenSchumer and his ties to Russia and Putin. A total hypocrite!,9
"Weekly Address
Join me here: https://t.co/SEavQK5zy5 https://t.co/EnyXYeqgcp",1
It is so pathetic that the Dems have still not approved my full Cabinet.,7
"Nick Adams new book, Green Card Warrior, is a must read. The merit-based system is the way to go. Canada, Australia! ",3
"...is all of the illegal leaks of classified and other information. It is a total ""witch hunt!""",7
"...to win. The Democrats are overplaying their hand. They lost the election, and now they have lost their grip on reality. The real story...",6
...intentional. This whole narrative is a way of saving face for Democrats losing an election that everyone thought they were supposed.....,4
"Jeff Sessions is an honest man. He did not say anything wrong. He could have stated his response more accurately, but it was clearly not....",9
"Since November 8th, Election Day, the Stock Market has posted $3.2 trillion in GAINS and consumer confidence is at a 15 year high. Jobs!",2
"Join me live at 9:00 P.M. 
#JointAddress https://t.co/J882zbyVkJ https://t.co/gTtK3vJmkU",4
I will be interviewed on foxandfriends at 6:00 A.M. Enjoy!,3
"GOP now viewed more favorably than Dems, in Trump era (per NBC/WSJ poll) via HotlineJosh:",5
Great meeting with CEOs of leading U.S. health insurance companies who provide great healthcare to the American people,5
"Big dinner with Governors tonight at White House. Much to be discussed, including healthcare.",6
"Russia talk is FAKE NEWS put out by the Dems, and played up by the media, in order to mask the big election defeat and the illegal leaks!",10
For first time the failing nytimes will take an ad (a bad one) to help save its failing reputation. Try reporting accurately & fairly!,10
"The race for DNC Chairman was, of course, totally ""rigged."" Bernie's guy, like Bernie himself, never had a chance. Clinton demanded Perez!",10
"Congratulations to Thomas Perez, who has just been named Chairman of the DNC. I could not be happier for him, or for the Republican Party!",6
I will not be attending the White House Correspondents' Association Dinner this year. Please wish everyone well and have a great evening!,6
Weekly Address from WhiteHouse,1
"Great optimism for future of U.S. business, AND JOBS, with the DOW having an 11th straight record close. Big tax & regulation cuts coming!",9
The media has not reported that the National Debt in my first month went down by $12 billion vs a $200 billion increase in Obama first month.,8
Maybe the millions of people who voted to MAKE AMERICA GREAT AGAIN should have their own rally. It would be the biggest of them all!,10
FAKE NEWS media knowingly doesn't tell the truth. A great danger to our country. The failing nytimes has become a joke. Likewise CNN. Sad!,10
"Trump vows to fight 'epidemic' of human trafficking 
https://t.co/oDLZ2NdrtA",3
Going to CPAC!,1
find the leakers within the FBI itself. Classified information is being given to media that could have a devastating effect on U.S. FIND NOW,4
"The FBI is totally unable to stop the national security ""leakers"" that have permeated our government for a long time. They can't even......",6
Big interview tonight by Henry Kravis at The Business Council of Washington. Looking forward to it!,3
Seven people shot and killed yesterday in Chicago. What is going on there - totally out of control. Chicago needs help!,8
S&P 500 Edges Higher After Trump Renews Jobs Pledge',5
Very much enjoyed my tour of the Smithsonian's National Museum of African American History and Culture...A great job done by amazing people!,2
"One thing I will say about Rep. Keith Ellison, in his fight to lead the DNC, is that he was the one who predicted early that I would win!",4
"The so-called angry crowds in home districts of some Republicans are actually, in numerous cases, planned out by liberal activists. Sad!",6
Americans overwhelmingly oppose sanctuary cities' ,2
"Congratulations to our new National Security Advisor, General H.R. McMaster. ",3
Just named General H.R. McMaster National Security Advisor.,2
HAPPY PRESIDENTS DAY - MAKE AMERICA GREAT AGAIN!,10
Give the public a break - The FAKE NEWS media is trying to say that large scale immigration in Sweden is working out just beautifully. NOT!,10
My statement as to what's happening in Sweden was in reference to a story that was broadcast on FoxNews concerning immigrants Sweden.,8
"Will be having many meetings this weekend at The Southern White House. Big 5:00 P.M. speech in Melbourne, Florida. A lot to talk about!",6
Don't believe the main stream (fake news) media.The White House is running VERY WELL. I inherited a MESS and am in the process of fixing it.,10
Looking forward to the Florida rally tomorrow. Big crowd expected!,3
"""One of the most effective press conferences I've ever seen!"" says Rush Limbaugh. Many agree.Yet FAKE MEDIA  calls it differently! Dishonest",10
"The FAKE NEWS media (failing nytimes, NBCNews, ABC, CBS, CNN) is not my enemy, it is the enemy of the American People!",10
"Join me at 11:00am:
Watch here: https://t.co/veqKmsGAwf https://t.co/UzndIjIqjM",1
"General Keith Kellogg, who I have known for a long time, is very much in play for NSA - as are three others.",2
Thank you for all of the nice statements on the Press Conference yesterday. Rush Limbaugh said one of greatest ever. Fake media not happy!,8
"Going to Charleston, South Carolina, in order to spend time with Boeing and talk jobs! Look forward to it.",6
"Despite the long delays by the Democrats in finally approving Dr. Tom Price, the repeal and replacement of ObamaCare is moving fast!",7
Trump signs bill undoing Obama coal mining rule',7
"The Democrats had to come up with a story as to why they lost the election, and so badly (306), so they made up a story - RUSSIA. Fake news!",10
"FAKE NEWS media, which makes up stories and ""sources,"" is far more effective than the discredited Democrats - but they are fading fast!",10
The spotlight has finally been put on the low-life leakers! They will be caught!,3
"Leaking, and even illegal classified leaking, has been a big problem in Washington for years. Failing nytimes (and others) must apologize!",4
Stock market hits new high with longest winning streak in decades. Great level of confidence and optimism - even before tax plan rollout!,4
"Venezuela should allow Leopoldo Lopez, a political prisoner &; husband of liliantintori (just met with marcorubio) ",2
Aetna CEO: Obamacare in 'Death Spiral' RepealAndReplace ,6
"Join me in Florida this Saturday at 5pm for a rally at the Orlando-Melbourne International Airport!
Tickets:… https://t.co/OigfXFECPp",2
Great listening session with CEO's of the Retail Industry Leaders Association this morning! ,3
"The real scandal here is that classified information is illegally given out by ""intelligence"" like candy. Very un-American!",7
Crimea was TAKEN by Russia during the Obama Administration. Was Obama too soft on Russia?,8
"Thank you to Eli Lake of The Bloomberg View - ""The NSA & FBI...should not interfere in our politics...and is"" Very serious situation for USA",3
Information is being illegally given to the failing nytimes & washingtonpost by the intelligence community (NSA and FBI?).Just like Russia,4
This Russian connection non-sense is merely an attempt to cover-up the many mistakes made in Hillary Clinton's losing campaign.,7
The fake news media is going crazy with their conspiracy theories and blind hatred. MSNBC & CNN are unwatchable. ,10
"Obamacare continues to fail. Humana to pull out in 2018. Will repeal, replace &amp; save healthcare for ALL Americans. 
https://t.co/glWEQ0lNR4",7
"While on FAKE NEWS CNN, Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties!",7
"72% of refugees admitted into U.S. (2/3 -2/11) during COURT BREAKDOWN are from 7 countries: SYRIA, IRAQ, SOMALIA, IRAN, SUDAN, LIBYA &amp; YEMEN",10
"The crackdown on illegal criminals is merely the keeping of my campaign promise. Gang members, drug dealers & others are being removed!",9
Joint Statement with Prime Minister Shinzo Abe on North Korea. ,10
Joint Statement by President Trump and Prime Minister Shinzo Abe,6
"A working dinner tonight with Prime Minister Abe of Japan, and his representatives, at the Winter White House (Mar-a-Lago). Very good talks!",7
"Played golf today with Prime Minister Abe of Japan and  Ernie Els, and had a great time. Japan is very well represented!",6
"I am so proud of my daughter Ivanka. To be abused and treated so badly by the media, and to still hold her head so high, is truly wonderful!",8
Having a great time hosting Prime Minister Shinzo Abe in the United States! ,7
"Melania and I are hosting Japanese Prime Minister Shinzo Abe and Mrs. Abe at Mar-a-Lago in Palm Beach, Fla. They are a wonderful couple!",8
"...design or negotiations yet. When I do, just like with the F-35 FighterJet or the Air Force One Program, price will come WAY DOWN!",8
"I am reading that the great border WALL will cost more than the government originally thought, but I have not gotten involved in the.....",10
"Our legal system is broken! ""77% of refugees allowed into U.S. since travel reprieve hail from seven suspect countries."" (WT)  SO DANGEROUS!",9
Heading to Joint Base Andrews on MarineOne with Prime Minister Shinzō earlier today. ,4
"The failing nytimes does major FAKE NEWS China story saying ""Mr.Xi has not spoken to Mr. Trump since Nov.14."" We spoke at length yesterday!",10
"LAWFARE: ""Remarkably, in the entire opinion, the panel did not bother even to cite this (the) statute."" A disgraceful decision!",8
"SEE YOU IN COURT, THE SECURITY OF OUR NATION IS AT STAKE!",9
"..Ryan died on a winning mission ( according to General Mattis), not a ""failure."" Time for the U.S. to get smart and start winning again!",7
"...long he doesn't know how to win anymore, just look at the mess our country is in - bogged down in conflict all over the place. Our hero..",6
Sen. McCain should not be talking about the success or failure of a mission to the media. Only emboldens the enemy! He's been losing so....,9
"Chris Cuomo, in his interview with Sen. Blumenthal, never asked him about his long-term lie about his brave ""service"" in Vietnam. FAKE NEWS!",10
"Sen.Richard Blumenthal, who never fought in Vietnam when he said for years he had (major lie),now misrepresents what Judge Gorsuch told him?",4
"Congratulations to our new Attorney General, SenatorSessions! ",3
Majority in Leading EU Nations Support Trump-Style Travel Ban' ,4
Immigration Ban Is One Of Trump's Most Popular Orders So Far' ,8
"Thank you Brian Krzanich, CEO of @Intel. A great investment ($7 BILLION) in American INNOVATION and JOBS!",9
"Big increase in traffic into our country from certain areas, while our people are far more vulnerable, as we wait for what should be EASY Deal!",7
16 Fake News Stories Reporters Have Run Since Trump Won' ,9
My daughter Ivanka has been treated so unfairly by Nordstrom. She is a great person  always pushing me to do the right thing! Terrible!,8
Thank you to our great Police Chiefs & Sheriffs for your leadership &amp; service. You have a true friend,7
"I will be speaking at 9:00 A.M. today to Police Chiefs and Sheriffs and will be discussing the horrible, dangerous and wrong decision.......",7
"If the U.S. does not win this case as it so obviously should, we can never have the security and safety to which we are entitled. Politics!",6
"It is a disgrace that my full Cabinet is still not in place, the longest such delay in the history of our country. Obstruction by Democrats!",3
An honor having the National Sheriffs' join me at the WhiteHouse. Incredible men & women who protect & serve ,7
"I don't know Putin, have no deals in Russia, and the haters are going crazy - yet Obama can make a deal with Iran, #1 in terror, no problem!",10
"The threat from radical Islamic terrorism is very real, just look at what is happening in Europe and the Middle-East. Courts must act fast!",9
The failing nytimes was forced to apologize to its subscribers for the poor reporting it did on my election win. Now they are worse!,8
An extended interview from the Super Bowl with oreillyfactor airs tonight at 8:00 P.M. Enjoy! ,3
"The failing nytimes writes total fiction concerning me. They have gotten it wrong for two years, and now are making up stories & sources!",8
"I call my own shots, largely based on an accumulation of data, and everyone knows it. Some FAKE NEWS media, in order to marginalize, lies!",10
"Any negative polls are fake news, just like the CNN, ABC, NBC polls in the election. Sorry, people want border security and extreme vetting.",6
"What an amazing comeback and win by the Patriots. Tom Brady, Bob Kraft and Coach B are total winners. Wow!",2
MAKE AMERICA GREAT AGAIN!,10
I have instructed Homeland Security to check people coming into our country VERY CAREFULLY. The courts are making the job very difficult!,6
Just cannot  believe a judge would put our country in such peril. If something happens blame him and court system. People pouring in. Bad!,3
The judge opens up our country to potential terrorists and others that do not have our best interests at heart. Bad people are very happy!,7
Interview with oreillyfactor on Fox Network - 4:00 P.M. (prior to Super Bowl). Enjoy!,2
"Why aren't the lawyers looking at and using the Federal Court decision in Boston, which is at conflict with ridiculous lift ban decision?",7
"Because the ban was lifted by a judge, many very bad and dangerous people may be pouring into our country. A terrible decision",8
"What is our country coming to when a judge can halt a Homeland Security travel ban and anyone, even with bad intentions, can come into U.S.?",7
MAKE AMERICA is GREAT AGAIN!,10
"After being forced to apologize for its bad and inaccurate coverage of me after winning the election, the FAKE NEWS nytimes is still lost!",10
"The opinion of this so-called judge, which essentially takes law-enforcement away from our country, is ridiculous and will be overturned!",8
Interesting that certain Middle-Eastern countries agree with the ban. They know if certain people are allowed in it's death destruction!,9
"When a country is no longer able to say who can, and who cannot , come in & out, especially for reasons of safety & security  big trouble!",6
Countries charge U.S. companies taxes or tariffs while the U.S. charges them nothing or little.We should charge them SAME as they charge us!,7
"We must keep ""evil"" out of our country!",9
A new radical Islamic terrorist has just attacked in Louvre Museum in Paris. Tourists were locked down. France on edge again. GET SMART U.S.,9
"Professional anarchists, thugs and paid protesters are proving the point of the millions of people who voted to MAKE AMERICA GREAT AGAIN!",10
"Meeting with biggest business leaders this morning. Good jobs are coming back to U.S., health care and tax bills are being crafted NOW!",6
Thank you to Prime Minister of Australia for telling the truth about our very civil conversation that FAKE NEWS media lied about. Very nice!,9
"Iran is playing with fire - they don't appreciate how ""kind"" President Obama was to them. Not me!",9
"Yes, Arnold Schwarzenegger did a really bad job as Governor of California and even worse on the Apprentice...but at least he tried hard!",7
Iran was on its last legs and ready to collapse until the U.S. came along and gave it a life-line in the form of the Iran Deal: $150 billion,9
Iran has been formally PUT ON NOTICE for firing a ballistic missile.Should have been thankful for the terrible deal the U.S. made with them!,8
Attending Chief Ryan Owens' Dignified Transfer yesterday with my daughter Ivanka was my great honor. To a great and brave man - thank you!,8
Congratulations to Rex Tillerson on being sworn in as our new Secretary of State. He will be a star!,3
If U.C. Berkeley does not allow free speech and practices violence on innocent people with a different point of view - NO FEDERAL FUNDS?,4
Do you believe it? The Obama Administration agreed to take thousands of illegal immigrants from Australia. Why? I will study this dumb deal!,6
Iran is rapidly taking over more and more of Iraq even after the U.S. has squandered three trillion dollars there. Obvious long ago!,9
"Everybody is arguing whether or not it is a BAN. Call it what you want, it is about keeping bad people (with bad intentions) out of country!",7
"Hope you like my nomination of Judge Neil Gorsuch for the United States Supreme Court. He is a good and brilliant man, respected by all.",3
Getting ready to deliver a VERY IMPORTANT DECISION!  8:00 P.M.,4
When will the Democrats give us our Attorney General and rest of Cabinet! They should be ashamed of themselves! No wonder D.C. doesn't work!,2
Nancy Pelosi and Fake Tears Chuck Schumer held a rally  at the steps of The Supreme Court and mic did not work (a mess)-just like Dem party!,6
The Democrats are delaying my cabinet picks for purely political reasons. They have nothing going but to obstruct. Now have an Obama A.G.,6
"The American dream is back we are going to create an environment for small business like we havent had in many, years ",5
